classifier,arch,time
6,msdnet10,416.3350829985575
6,msdnet10,414.4540409997717
6,msdnet10,419.48835300172505
6,msdnet10,414.36044100009894
6,msdnet10,434.734448999734
6,msdnet10,421.7786379995232
6,msdnet10,432.80205299925
6,msdnet10,407.45274900109507
6,msdnet10,420.4901670000254
6,msdnet10,426.0229330011498
6,msdnet10,442.0833849999326
6,msdnet10,420.4597730004025
6,msdnet10,420.58023100071296
6,msdnet10,426.4061670000956
6,msdnet10,442.67816499996115
6,msdnet10,414.8330790012551
6,msdnet10,422.511785000097
6,msdnet10,446.01909700031683
6,msdnet10,472.8354670005501
6,msdnet10,449.23124500019185
6,msdnet10,426.3103929988574
6,msdnet10,450.0325460012391
6,msdnet10,475.3832259993942
6,msdnet10,453.96046600035334
6,msdnet10,437.2280519983178
6,msdnet10,440.30515200029186
7,msdnet10,512.9382470004202
7,msdnet10,467.32755199991516
7,msdnet10,463.4369949999382
7,msdnet10,457.7193429995532
7,msdnet10,455.2090590004809
7,msdnet10,532.7923260010721
7,msdnet10,486.4730089993827
7,msdnet10,491.31397000019206
7,msdnet10,515.0682259991299
7,msdnet10,477.3472209999454
7,msdnet10,482.5996119998308
7,msdnet10,461.42099700045947
7,msdnet10,461.14040199972806
7,msdnet10,468.27484399909736
7,msdnet10,448.3093380003993
7,msdnet10,465.3584570005478
7,msdnet10,478.9995209994231
7,msdnet10,470.75115199913853
7,msdnet10,465.5749779994949
7,msdnet10,473.6375209995458
7,msdnet10,473.89566200035915
7,msdnet10,459.0458029997535
7,msdnet10,477.14485799951945
7,msdnet10,475.884486000723
7,msdnet10,496.7303479988914
7,msdnet10,489.3326290002733
7,msdnet10,475.4664119991503
7,msdnet10,476.3307060002262
7,msdnet10,454.48060700073256
7,msdnet10,471.53469499971834
8,msdnet10,522.7990140010661
8,msdnet10,504.5385550001811
8,msdnet10,535.0790329994197
8,msdnet10,487.6176870002382
8,msdnet10,503.6094039987802
8,msdnet10,508.6393820001831
8,msdnet10,522.7285940000002
8,msdnet10,476.0433760002343
8,msdnet10,495.6392659987614
8,msdnet10,511.15109999955166
8,msdnet10,539.746593000018
8,msdnet10,505.48553800035734
8,msdnet10,520.0229269994452
8,msdnet10,489.42574499960756
8,msdnet10,496.46473699976923
8,msdnet10,509.60443599979044
8,msdnet10,487.16491000050155
8,msdnet10,508.65756799976225
8,msdnet10,552.0476559995586
8,msdnet10,527.522352998858
8,msdnet10,479.5179899992945
8,msdnet10,498.61159400097677
8,msdnet10,529.5859840007324
8,msdnet10,505.100095000671
8,msdnet10,517.498303001048
8,msdnet10,510.42116099961277
8,msdnet10,504.00155799979984
8,msdnet10,531.8707869992068
8,msdnet10,498.05255599858356
8,msdnet10,497.4419130012393
9,msdnet10,555.7562290014175
9,msdnet10,548.6901269996451
9,msdnet10,515.5381740005396
9,msdnet10,507.6707850003004
9,msdnet10,510.8489760004886
9,msdnet10,518.3258560009563
9,msdnet10,543.1652040006156
9,msdnet10,520.5607900006726
9,msdnet10,503.94544799928553
9,msdnet10,542.2189880009682
9,msdnet10,522.0969019992481
9,msdnet10,518.6560660004034
9,msdnet10,509.2971089998173
9,msdnet10,539.0230539996992
9,msdnet10,510.3138320009748
9,msdnet10,530.7260909994511
9,msdnet10,538.1504779998068
9,msdnet10,519.7806619999028
9,msdnet10,544.1884969986859
9,msdnet10,533.9902969990362
9,msdnet10,537.944666999465
9,msdnet10,550.3031379994354
9,msdnet10,548.0373370010057
9,msdnet10,515.1333330013586
9,msdnet10,537.1887830006017
9,msdnet10,545.2319019987044
9,msdnet10,520.5598550001014
9,msdnet10,510.6707800005097
9,msdnet10,559.3338849994325
9,msdnet10,551.7614309992496
10,msdnet10,561.9483589998708
10,msdnet10,540.1916800001345
10,msdnet10,542.7324900010717
10,msdnet10,542.0896000014181
10,msdnet10,560.2113990007638
10,msdnet10,572.1566410011292
10,msdnet10,573.4837500003778
10,msdnet10,575.0403080000979
10,msdnet10,556.0593290010729
10,msdnet10,540.2006660006009
10,msdnet10,533.3261890009453
10,msdnet10,546.3656310002989
10,msdnet10,556.7769350000162
10,msdnet10,559.9037239990139
10,msdnet10,577.436775998649
10,msdnet10,547.2061370001029
10,msdnet10,559.230426000795
10,msdnet10,555.8423959992069
10,msdnet10,549.8590959996363
10,msdnet10,554.9164540007041
10,msdnet10,558.6388799983979
10,msdnet10,538.9935169987439
10,msdnet10,542.6764300009381
10,msdnet10,530.6306879992917
10,msdnet10,547.5477719992341
10,msdnet10,552.5264589996368
10,msdnet10,564.8724580005364
10,msdnet10,560.7243889990059
10,msdnet10,547.0448400010355
10,msdnet10,529.4254420005018
